Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price
2016,72118,18.11764706,2179,120,8,10.23
2010,83000,14.8,2354,142,5,6.5
2016,7523,21.6,1199,74,5,6.15
2014,34670,20.13333333,1196,73,7,2.9
2016,30000,28.23529412,1120,70,5,5.5
2017,17000,12.83529412,3198,197,7,31
2015,59261,28.23529412,1186,73.97,5,4.25
2016,65210,26.94117647,1248,74,5,5.48
2016,19000,24.8,1197,81.83,5,7.25
2012,50000,23.33333333,1298,85.8,5,3
2015,47000,26.69411765,1995,190,5,29.5
2007,75000,23.6,1497,78,5,1.49
2013,54534,22.6,1197,78.9,5,3.65
2018,13000,27.05882353,1498,98.96,5,10.9
2015,48808,30.8,998,67.04,5,4.3
2012,63001,24.43529412,1248,88.76,7,6.11
2015,64771,15.05882353,2494,102,8,15.5
2016,34634,23.73333333,1497,117.3,5,6.9
2012,69242,25.46666667,1197,85.8,5,4.69
2011,33292,24.66666667,1197,85.8,5,3.19
2012,55000,20,1396,98.6,5,3.75
2019,1000,22.92,1197,81.86,5,8.6
2011,80000,22.66666667,1497,118,5,3.85
2016,65003,16,4134,382,5,67.83
2019,16573,23.73333333,1198,86.7,5,9.31
2008,152633,17.2,1799,130,5,3
2015,53000,24.8,1197,81.83,5,5.5
2017,50129,23.14117647,1582,126.2,5,13.3
2013,63716,18.50588235,1968,174.33,5,23
2018,11000,32.93333333,796,47.3,5,3.35
2012,115000,17.71764706,1995,177,5,10
2013,63265,27.14666667,1197,78.9,5,2.95
2016,20000,25.48235294,1498,108.62,5,6.75
2010,79000,21.96,1198,73.9,5,2.44
2015,41000,27.64,1373,91.1,5,5.85
2015,26323,22.94666667,1197,103.5,5,7.4
2016,76000,28.70588235,1120,71,5,3.8
2008,69972,18,1799,130,5,3.8
2008,69000,23.6,1497,78,5,2.7
2016,65000,18.77647059,2523,62.1,7,7.21
2016,29512,23.2,1497,117.3,5,7.9
2017,51000,29.88235294,1186,73.97,5,4.2
2014,58003,22.36470588,1461,108.45,5,5.75
2013,56500,22.64,998,66.1,5,3.45
2014,29063,20.12941176,1968,174.33,5,25.75
2018,46811,18.82352941,2179,140,7,16.59
2014,31897,24.08,1198,74.96,5,4.69
2009,52100,15.52941176,1995,170,5,7.5
2016,73000,16.09411765,2393,147.8,7,16.5
2009,31423,22.66666667,1497,118,5,1.99
2014,75180,26.94117647,1248,74,5,5.25
2013,75000,23.10588235,1461,108.45,5,5.4
2014,15000,21.96,1198,74,5,3.9
2015,12000,22.92,1197,81.86,5,5.8
2014,32000,21.31764706,1995,190,5,30.5
2017,44504,27.52941176,1248,74,5,5.6
2012,66000,,2987,165,5,23
2015,39437,33.41176471,1248,74,5,5.15
2017,36931,22.44705882,1582,126.2,5,9.48
2016,17800,29.2,624,37.48,4,2.38
2009,71346,23.33333333,1298,85.8,5,3.8
2015,45000,24.8,1197,81.83,5,5.5
2010,85155,22.66666667,1197,80,5,3.55
2015,48823,27.64,1373,91.1,5,6.35
2015,37000,14.94117647,2179,187.7,5,36
2005,92000,18.94117647,1405,70,5,1.1
2014,36000,23.42666667,1193,88.7,5,3.7
2016,24569,18.82352941,1997,140,7,13.5
2008,95000,15.6,2354,177.6,5,2.85
2015,25811,33.86666667,624,37.5,4,2.13
2015,65000,26.70588235,1582,126.2,5,7.75
2017,100400,29.41176471,1396,69,5,2.85
2014,76414,30.35294118,1498,98.6,5,4.95
2012,82103,17.76470588,2179,140,7,6.2
2013,98000,21.83529412,1995,190,5,17.5
2010,45252,25.2,1197,81.86,5,2.25
2017,10300,28.53333333,1197,83.1,5,6.75
2016,42024,22.44705882,1582,126.2,5,9.73
2018,51236,29.96470588,1248,88.5,7,8.49
2013,52000,18.13333333,1598,181,4,25
2015,42894,27.29411765,1248,73.94,5,5.59
2011,68000,18.35294118,1896,106,5,4.8
2014,69000,26.70588235,1498,89.84,5,5.45
2017,10000,24.8,1197,81.83,5,6.5
2015,16000,25.86666667,1198,86.8,5,4.35
2013,46992,30.35294118,1498,98.6,5,3.75
2010,170000,21.74117647,1995,177,5,12
2014,58000,14.2,2967,241.4,7,32
2015,50000,28.23529412,1120,70,5,4
2011,39010,27.15294118,1461,63.1,5,2.6
2016,26946,25.2,1197,82,5,4.45
2015,28700,28.13333333,814,55.2,5,2.6
2011,60000,15.65333333,1796,186,5,16
2014,38999,14.94117647,2179,187.7,5,32.5
2016,39000,13.15294118,2696,184,7,13.85
2018,7784,27.64,1373,91.1,5,8.76
2014,45710,15.73333333,3498,272,7,23.68
2017,42000,29.33333333,1197,81.8,5,5.5
2013,75995,13.51764706,4367,335.3,5,65.81
2013,57000,22.36470588,1461,108.45,5,4.99
2013,85350,26.25882353,1582,126.32,5,5.7
2016,82725,19.04,1798,138.03,5,11.99
2016,19000,25.6,1995,190,5,29.99
2018,13900,25.17333333,1499,110.4,5,9.5
2014,108000,29.64705882,1248,74,5,5.5
2016,36000,13.78823529,2199,194.3,7,23
2013,62188,20.23529412,1396,53.5,5,2.95
2015,58397,28.23529412,1120,70,5,4.9
2006,85000,,1086,,5,1.3
2016,30000,30,998,67,5,4.25
2018,29907,18.82352941,2179,140,7,16.36
2009,46000,19.47058824,1968,147.51,5,9.95
2012,65000,24.16470588,1598,103.6,5,5.5
2016,22000,28.58823529,1248,88.5,5,8.25
2002,99024,23.06666667,993,60,5,0.95
2016,34952,26.41333333,1086,68.05,5,4.01
2019,13913,23.33333333,1199,88.7,5,8.2
2014,71000,29.52941176,1498,98.6,5,6.2
2012,97000,13.52941176,2982,169,7,16.75
2017,21000,18.82352941,2179,140,7,16.5
2007,116000,12.82352941,2499,,7,3.75
2012,110438,23.52941176,1399,68.05,5,3.5
2017,66507,25.33333333,1199,88.7,5,5.43
2017,54650,12.83529412,3198,197,7,30.35
2014,32000,23.96,1498,99.6,5,7.99
2011,75378,22,1896,66,5,3.59
2012,82697,29.92941176,936,57.6,5,1.9
2009,135000,16.13333333,2362,164.7,5,4.7
2012,149000,22.36470588,1461,108.45,5,7.25
2016,26212,21.05882353,2143,136,5,24.46
2014,23500,23.42666667,1193,88.7,5,3.9
2013,56127,24.66666667,1197,80,5,5.15
2015,26000,28.66666667,1197,81.8,5,3.65
2016,26000,29.88235294,1186,73.97,5,5
2009,42000,22.66666667,1497,118,5,2.3
2001,130000,17.6,1495,94,5,0.75
2009,137148,18.53333333,1599,103.2,5,1.85
2010,114703,20.8,1196,70,5,1.8
2014,97439,30.35294118,1498,98.6,5,4.41
2006,40000,25.2,998,67.1,5,2
2014,81609,20.94117647,1248,,5,5.55
2014,28000,15.29411765,2987,258,5,31.75
2015,37500,20.8,1968,174.33,5,32
2010,37000,15.88235294,2987,282,5,21
2010,83000,22.70588235,1248,73.9,5,2.75
2005,79012,17.86666667,1794,125,5,2.64
2018,27395,18.11764706,2179,120,7,14.19
2017,35362,30,998,67.04,5,3.85
2014,117000,15.29411765,2982,168.5,7,15.5
2010,23000,24.26666667,1061,64,5,1.9
2014,59508,33.86666667,624,37.48,4,1.26
2009,69000,24.66666667,1197,80,5,2.4
2010,58000,26.69411765,1995,190,5,11.5
2014,88511,18.82352941,2179,140,7,8.25
2011,66000,21.06666667,1598,105,5,2.75
2009,65000,23.33333333,1198,70,5,1.4
2015,30676,33.86666667,624,37.5,4,2.9
2011,76000,23.52941176,1399,68,5,2.4
2013,23627,19.73333333,1598,105,5,4.75
2018,52827,14.94117647,2179,187.7,5,44.76
2015,64465,30.58823529,1498,98.6,5,6.22
2018,14000,30,999,67,5,4.5
2015,26000,25.2,1197,82,5,4.25
2011,78203,21.29411765,1991,147.9,4,5.5
2017,27000,26.51764706,1396,88.73,5,6.95
2018,31919,32.09333333,998,67.1,5,4.56
2016,47392,24.11764706,1582,126.2,5,13.82
2016,17362,24,1198,86.7,5,5.65
2016,49716,24.92941176,1396,88.73,5,6.2
2014,48000,30.8,998,67.04,5,3.25
2009,46000,19.47058824,1968,147.51,5,8.5
2016,79000,29.17647059,1396,88.7,5,7.25
2013,57000,25.64705882,1461,78,5,4.61
2016,29754,21.6,1199,74,5,5.3
2012,50123,20,1405,70,5,1.9
2012,57184,27.14666667,1197,78.9,5,3.09
2007,75000,19.36470588,2993,258,5,9.5
2015,26000,20.01176471,1582,126.2,5,12.65
2016,22129,25.2,1197,82,5,4.25
2011,127887,24.82352941,1248,73.9,5,2.95
2006,92000,12.35294118,2179,120,8,3.45
2011,60634,26.41333333,1086,68.05,5,3.3
2014,90000,16.47058824,2179,138.1,7,8
2009,59000,18,1799,130,5,2.71
2012,59293,24.26666667,998,67.1,5,2.7
2012,80753,27.52941176,1248,74,5,4.5
2015,40000,15.29411765,2982,168.5,7,18.75
2014,103000,33.41176471,1248,74,5,5.25
2012,72389,26.2,998,58.2,5,3.2
2017,48000,33.41176471,1248,73.75,5,6
2014,41000,25.2,1197,82,5,3.14
2016,26000,33.56,799,53.3,5,2.55
2012,30000,20.85333333,1193,64.08,5,2.3
2014,74624,23.52941176,1399,68.05,5,5.65
2015,47877,17.82352941,2967,240,5,48.22
2016,35000,32.09333333,998,67.1,5,3
2015,52123,23.92941176,1498,103.2,5,7.5
2005,90000,12.35294118,2179,120,8,2.6
2018,1400,21.83529412,1995,190,5,61.25
2009,122000,22.66666667,1497,118,5,3.5
2016,21110,23.25333333,1998,189.08,4,28.95
2015,78000,15.88235294,2477,175.56,6,15
2012,72000,22.70588235,1248,73.9,5,4.25
2006,48000,11.46666667,5998,552,4,59
2013,43486,24.43529412,1248,88.76,7,6.6
2007,199000,15.05882353,2494,102,7,5.2
2010,34000,15.6,1796,178,5,10
2016,37944,17.45882353,2143,167.62,5,35
2017,30000,26.70588235,1498,89.84,5,8.75
2015,64005,23.61333333,1197,78.9,5,4.57
2012,62000,27.14666667,1197,78.9,5,2.5
2005,105000,,999,,5,1.75
2014,59885,14.57647059,2179,147.51,5,20.11
2011,144471,15.05882353,2494,102,8,7.8
2011,63991,24.66666667,1197,80,5,3.61
2007,72000,22.66666667,1086,,5,1.11
2015,34895,25.53333333,1198,75.94,5,4.6
2015,97003,18.67058824,2993,308.43,5,85
2015,45000,22.4,1497,118,5,5.25
2013,45000,30.35294118,1498,98.6,5,3.3
2013,100000,13.52941176,2982,171,7,17.75
2016,70000,15.25882353,2179,187.7,5,35
2016,37023,23.14117647,1582,126.2,5,13.39
2012,81000,29.92941176,936,56.3,5,2.5
2017,20789,13.36470588,2755,171.5,7,18.36
2015,68310,27.52941176,1248,74,5,5.95
2015,47250,23.14117647,1582,126.2,5,11
2014,47000,14.88235294,2993,255,5,64.75
2017,128000,30.35294118,1498,98.6,5,6.3
2017,17702,20.38666667,1591,121.3,5,11.94
2014,34987,24.25333333,1197,103.5,5,5.95
2017,37000,30.58823529,1498,98.6,5,11
2017,38271,20.38666667,1591,121.3,5,12.53
2012,32510,23.52941176,1399,68,5,3.75
2014,88000,17.28235294,2993,258,5,27
2012,116000,12.35294118,2835,107.2,6,9.95
2013,156000,23.37647059,1461,83.8,5,4.2
2010,75319,28.13333333,1197,85.8,5,2
2013,28000,25.2,1197,82,5,3.25
2017,16500,21.05882353,2143,136,5,34
2016,75637,26.44705882,1995,190,5,30.37
2018,32854,17.33333333,1591,121.3,5,12.6
2019,6568,33.56,799,53.3,5,5.09
2014,30000,17.57647059,2967,241.4,5,24.5
2018,17804,33.04705882,1248,88.5,5,7.97
2011,69768,21.33333333,1198,90,5,2.9
2016,62404,26.69411765,1995,190,5,21.33
2012,97000,22.44705882,1582,126.32,5,6.5
2016,55687,25.15294118,1396,88.7,5,12.15
2014,17000,20.05333333,1598,103.2,5,4.25
2017,34232,25.6,1995,190,5,35.84
2004,135000,19.2,1997,152,5,3
2012,80000,23.2,1461,108.45,5,6.75
2014,31045,24.8,1197,81.83,5,5.65
2013,58000,19.95294118,1968,138.03,5,7.5
2018,35480,23.14117647,1582,126.2,5,13.34
2016,62287,33.04705882,1248,88.5,5,7.9
2015,46162,26.51764706,1396,88.73,5,6.98
2014,9200,22.68,1591,121.3,5,5.75
2012,55339,25.96470588,1199,73.9,5,2.65
2011,55476,25.96470588,1199,73.9,5,2.49
2007,68553,20,1586,104.68,5,1.5
2016,67376,28.82352941,1498,98.6,7,6.5
2013,42000,23.10588235,1461,108.45,5,8
2019,28069,15.17647059,2755,174.5,7,30.85
2014,93144,17.29411765,1984,181,5,17.15
2014,24300,30.8,998,67.04,5,4.55
2015,47883,30.83529412,1248,88.5,5,7.4
2013,12467,15.05882353,1968,167.6,5,25.64
2013,56683,20.05882353,1995,184,5,13.5
2013,38000,20.8,1196,70,5,3.55
2018,35000,26.70588235,1582,126.2,5,15
2007,80000,18.53333333,1599,103.2,5,1.95
2006,125000,18,1799,130,5,2.3
2013,123000,14.76470588,2982,168.5,7,15
2012,70000,27.14666667,1197,78.9,5,3.15
2012,87982,25.45882353,1461,84.8,5,5
2013,40714,21.31764706,1995,190,5,24.75
2008,83000,19.43529412,1991,123.7,5,2.6
2011,86000,27.14666667,1197,78.9,5,3.75
2009,60002,20.58823529,1896,106,5,4.85
2013,60000,11.76470588,2148,170,5,27
2014,84677,30.35294118,1498,98.6,5,3
2017,23000,24.32941176,1995,190,5,28.75
2016,81424,15.28235294,2494,100.6,8,14.49
2013,36400,8.823529412,4806,394.3,4,72
2012,70000,26.71764706,1461,84.8,5,4
2015,40000,31.28235294,1248,74,5,4.5
2019,600,28.66666667,1197,81.8,5,6.25
2015,65320,19.95294118,1968,138.03,5,11.5
2009,79000,13.06666667,2354,180,5,3.1
2018,5000,23.73333333,1497,117.3,5,10.11
2019,6028,22.68,1591,121.3,5,11.54
2006,86000,25.2,998,67.1,5,1
2013,160000,27.52941176,1248,74,5,2.5
2011,59967,12.98666667,1984,208,5,18
2018,43127,27.75294118,1364,67.04,5,6.85
2012,65727,26.41333333,1086,68.05,5,2.97
2013,70000,22.68,1591,121.3,5,4.75
2018,39861,23.69411765,1498,88.8,5,7.38
2017,16485,26.44705882,1995,187.74,5,42.75
2010,77332,27.05882353,1396,90,5,3.65
2017,17489,25.2,1197,82,5,5.99
2012,125000,13.52941176,2982,169,7,13.5
2016,35129,28.53333333,1197,83.1,5,7
2016,22982,17.33333333,1591,121.3,5,10.95
2013,54500,27.14666667,1197,78.9,5,2.95
2017,16235,29.05882353,1047,69,5,5.5
2017,73641,19.56,1798,177.46,5,17.08
2015,59572,31.28235294,1248,74,5,6.85
2014,112827,17.46666667,1997,141.1,5,10.5
2010,118000,15.05882353,2494,102,8,8.75
2010,60000,22.66666667,1497,118,5,2.7
2012,75059,22.66666667,1591,121.3,5,4.25
2018,3000,27.75294118,1364,67.04,5,7.9
2011,78000,18.26666667,1798,157.75,5,4.5
2012,47000,25.45882353,1461,84.8,5,4
2012,42000,22.66666667,1497,118,5,4.75
2018,6820,26.51764706,1396,88.76,5,7.65
2013,55176,23.2,1599,104,5,3.47
2016,39854,24,1198,86.7,5,5.64
2013,24000,21.96,1198,73.9,5,2.95
2016,55000,26.94117647,1248,74,5,5.65
2012,45840,13.41176471,2953,153.86,7,8.41
2006,155000,20.53333333,1590,94,5,0.85
2003,125000,25.2,998,67.1,5,0.8
2014,52951,23.69411765,1498,88,5,5.65
2013,49000,22.8,1591,121.3,5,4.5
2015,52000,33.04705882,1248,88.5,5,6.9
2001,227000,,2446,,8,2.2
2013,120005,25.45882353,1461,84.8,5,4
2015,33000,20,1598,103.52,5,5.6
2016,126000,20.13333333,1196,73,7,2.2
2013,66700,20,1598,103.5,5,4
2014,122000,14.76470588,2982,168.5,7,16
2016,29000,23.14117647,1582,126.2,5,12.6
2014,42315,24.66666667,1197,82.9,5,4.79
2015,22001,26.6,998,58.16,5,3.65
2016,84580,30.58823529,1498,98.6,5,6.83
2002,75000,21.46666667,796,37,4,0.51
2006,85000,18.4,1299,70,5,0.69
2015,24296,27.8,1197,83.14,5,4.65
2014,40000,22.4,1497,116.3,5,6.49
2009,64514,19.76470588,1493,110,5,2.9
2016,35000,22.68,1591,121.3,5,7.4
2016,41000,33.56,799,53.3,5,3.25
2008,60123,25.2,998,67.1,5,1.95
2015,53000,25.2,1197,82,5,4
2017,9000,24.8,1197,81.83,5,6.85
2015,53497,24,1198,86.7,5,5.45
2007,68000,20.94117647,1399,68,5,1.99
2014,65000,22.44705882,1582,126.32,5,8.99
2014,45155,27.75294118,1364,67.04,5,6.5
2018,20026,25.33333333,1199,88.7,5,9.27
2015,60000,28.11764706,1582,126.2,5,6.99
2019,15976,21.05882353,2143,136,5,36.76
2017,30523,19.6,1798,177.5,5,17.08
2013,26300,29.92941176,936,57.6,5,2.8
2011,66000,25.96470588,1199,73.9,5,2.49
2016,70000,27.82352941,1248,88.5,5,8.85
2011,46000,22.4,1497,116.3,5,4.15
2017,28000,24.28235294,1498,108.5,5,10
2017,46000,25.2,1197,81.86,5,4.75
2017,33000,32.05333333,999,67,5,3.2
2017,27718,30.32,796,47.3,5,3.28
2013,58000,21.06666667,1499,110,5,7.5
2018,33150,28.53333333,1197,83.1,5,7.39
2013,77000,27.29411765,1248,73.94,5,3.65
2007,70000,12.94117647,2987,198.5,5,11
2012,97000,27.29411765,1248,73.94,5,3
2012,75300,29.92941176,936,57.6,5,2.25
2010,69918,20.66666667,1586,103.3,5,2.83
2019,4721,18.66666667,796,35,5,4.11
2014,39163,15.88235294,2477,178,7,14.7
2013,80000,17.33333333,2987,210,5,25
2015,66000,29.92941176,936,56.3,5,2.35
2017,36154,30.38823529,1498,99,5,6.41
2012,34000,23.2,1497,117.3,5,5.75
2016,60000,21.05882353,2143,136,5,17.55
2015,32000,25.15294118,1396,88.7,5,10.25
2012,79985,20.94117647,1399,67,5,3.16
2014,37600,19.47058824,1968,147.51,5,22.5
2015,31965,26.41333333,1086,68.05,5,3.55
2010,70749,16.06666667,1995,154,5,9.86
2013,38000,19.36470588,2993,258,5,45
2017,41534,22.68,1591,121.3,5,7.99
2017,54455,25.88235294,1498,108.495,5,6.5
2007,42000,19.32,1399,92.7,5,0.75
2018,52073,21.52941176,1991,147.9,5,9.87
2018,40175,26.51764706,1396,88.73,5,6.36
2017,16503,21.33333333,1497,117.3,7,9.5
2017,15029,25.46666667,1197,82,5,6.05
2013,26200,30.46,796,47.3,5,2.15
2015,76362,28.23529412,1120,70,5,5.5
2007,18700,26.26666667,796,46.3,5,1.25
2015,67585,15.28235294,2494,100.6,7,11.99
2010,57000,22.6,1197,78.9,5,2.5
2019,22321,24,1497,117.3,5,11.66
1998,95150,23.06666667,993,60,5,0.53
2015,36428,27.34666667,998,67.04,5,3.1
2012,73500,23.52941176,1399,68,5,2.6
2015,47234,24,1198,86.7,5,5.09
2008,62364,17.6,1495,94,5,2.3
2012,89000,26.25882353,1582,126.32,5,6
2013,58653,29.64705882,1248,74,5,4.4
2013,30000,19.73333333,1595,120.7,5,11
2014,64042,20.35294118,1998,163.7,5,5.7
2013,120000,23.52941176,1968,138.1,5,6.95
2014,90000,14.17647059,2179,120,8,7.9
2018,30733,24.32941176,1995,190,5,29.3
2009,43600,14.57333333,3498,272,5,10.24
2010,71473,18.26666667,1798,157.75,5,5.35
2014,39000,22,1198,86.8,5,3.49
2009,84045,27.14666667,1197,78.9,5,2.85
2014,57004,23.2,1497,117.3,5,5.35
2012,75464,20.8,1196,70,5,3.62
2006,142000,15.05882353,2494,102,7,6.25
2012,118683,24.70588235,1461,64.1,5,3.19
2018,42000,24.2,1198,82,6,5.5
2019,12800,24.8,1197,81.83,5,7.67
2011,80000,16,2092,127,7,5.5
2014,76126,22.70588235,1248,73.9,5,6.6
2017,21000,18.78823529,2993,258,5,55
2013,85000,20.8,1968,174.33,5,21
2017,27000,28.53333333,1197,83.1,5,4.5
2016,45794,15.30588235,2199,194.3,7,20.67
2013,57352,16.92941176,1998,163.7,5,6.5
2018,41467,17.64705882,2143,204,5,37.98
2009,42000,23.89333333,1086,62.1,5,1.45
2014,62549,26.6,998,58.16,5,2.95
2015,67048,33.04705882,1248,88.5,5,7.9
2018,11732,23.2,1497,117.3,5,10.07
2016,37000,24.05882353,1461,83.8,5,6.5
2015,30000,22.21176471,1995,184,5,22
2016,53000,30.58823529,1498,98.6,5,9.75
2014,60000,24.05882353,1461,83.8,5,6
2014,65000,28.23529412,1120,70,5,3.99
2008,51000,22.66666667,1086,,5,1.75
2015,92000,14.76470588,2982,168.5,7,19.75
2017,31000,16.09411765,2393,147.8,7,16.95
2017,43917,28.53333333,1197,83.1,5,6.8
2007,46707,22.66666667,1086,,5,0.99
2013,84000,26.41333333,1086,68.05,5,2.95
2015,55662,14.2,2967,241.4,7,42.83
2014,51000,31.8,1969,190,5,21.5
2015,24398,23.73333333,1497,117.3,5,7.9
2011,78000,27.89333333,998,67.1,5,2.3
2012,40315,24.66666667,1198,86.8,5,2.75
2011,83000,14.17647059,2179,120,8,6.71
2017,58151,23.05882353,1461,108.45,5,9.6
2017,30519,23.14117647,1582,126.2,5,12.81
2019,20712,31.78666667,1199,84,5,6.94
2015,48000,18.82352941,2179,140,7,9.45
2015,85000,23.92941176,1498,103.2,5,6
2013,32000,19.73333333,1595,120.7,5,11
2011,52000,20.66666667,1586,103.3,5,2.6
2007,58307,20.4,1341,83,5,1.95
2013,30000,20.63529412,2993,313,4,45
2014,40000,20.12941176,1968,174.33,5,22
2015,36000,24.8,1197,81.83,5,4.9
2015,58817,23.37647059,1461,83.14,5,6.25
2013,55000,24.16470588,1598,103.6,5,6.1
2011,39000,27.14666667,1197,78.9,5,2.6
2011,6500,8.533333333,5204,560,2,120
2012,35000,17.34117647,2993,270.9,5,29
2010,49900,23.33333333,1298,85.8,5,3.3
2013,99500,26.23529412,1248,74,5,3.05
2012,33249,25.02352941,1396,88.76,5,3.25
2014,52000,25.46666667,1197,81.86,5,3.75
2015,45000,15.28235294,2494,100.6,7,13.25
2017,22000,31.78666667,1199,84,5,4.8
2019,7858,33.56,799,53.3,5,3.8
2011,112000,15.05882353,2494,102,7,8.5
2016,41082,15.29411765,2143,204,5,38.76
2009,72000,22.4,1497,116.4,5,3.2
2011,84912,27.14666667,1197,78.9,5,3.5
2015,70000,23.14117647,1582,126.2,5,12.25
2014,21000,26,1199,86.76,5,4.75
2016,27000,25.04,999,74,5,4.5
2012,29000,27.14666667,1197,78.9,5,2.35
2014,48425,27.15294118,1461,63.12,5,3.4
2016,19000,25.29411765,1498,108.5,5,10
2012,210000,15.28235294,2494,100,7,9
2013,64000,19.37333333,1798,138.1,5,5.2
2006,200000,19.76470588,1493,110,5,1.85
2013,100000,13.29411765,2987,254.8,7,38
2013,69140,24.07058824,1461,83.8,5,5.11
2019,21214,20.54666667,1598,103.52,5,9.66
2015,28000,27.14666667,1197,78.9,5,3.4
2017,29085,24.2,1198,82,6,5.84
2016,30000,30.8,998,67.04,5,3.8
2012,32910,22.64,998,66.1,5,2.5
2015,30000,29.52941176,1498,98.6,5,6.95
2010,35102,16.8,1798,161.6,5,5.5
2017,22831,25.2,1197,82,5,6.19
2013,74911,24.05882353,1461,83.8,5,6
2015,21000,25.2,1197,82,5,3.75
2018,37160,26.78823529,1498,98.59,5,9.46
2011,41000,22.6,1498,97.7,5,3
2016,37294,30.38823529,1498,99,5,5.75
2009,56927,18,1799,130,5,4.41
2017,21954,33.56,799,53.3,5,3.7
2014,50000,25.86666667,1198,86.8,5,2.5
2012,78212,21.46666667,1298,88.2,5,5.35
2013,64500,25.76470588,1396,88.8,5,3.65
2014,51000,20.23529412,1968,138.03,5,13
2012,52000,25.2,998,67.1,5,2.45
2015,120000,24.95294118,1498,103.2,5,5.75
2017,65792,30.58823529,1498,98.6,5,8.11
2018,30000,26.51764706,1396,88.73,5,7.75
2017,54387,25.53333333,1198,75.94,5,5.85
2018,1617,33.56,799,53.3,5,4.29
2015,82000,30.11764706,1498,98.6,5,8
2017,20000,16.09411765,2393,147.8,8,16.5
2015,98000,32.22352941,1248,74,5,5.5
2015,57000,26.78823529,1498,98.59,5,6.35
2013,250000,15.28235294,2494,100.6,8,7.9
2014,56549,26.70588235,1498,89.84,5,7.2
2012,78500,25.96470588,1199,73.9,5,3.65
2016,55036,26.51764706,1396,88.73,5,6.35
2016,55000,23.37647059,1461,83.8,5,7.8
2007,90000,18.4,1299,70,5,1.4
2007,155000,15.41176471,2499,141,7,5.5
2018,17810,32.22352941,1248,74,5,8.5
2011,42408,17.45882353,2143,170,5,10.48
2005,81000,21.2,1298,85,5,0.75
2008,52000,17.13333333,1396,99.6,5,1.3
2013,35000,19.68235294,2993,218,5,21
2013,60000,23.89333333,1086,62.1,5,2.3
2015,27000,22.94117647,1968,141,5,14.95
2017,55975,20.8,1968,174.33,5,35.92
2016,115000,30.38823529,1498,99,5,4.5
2016,132000,17.58823529,2489,93.7,7,5.5
2015,40337,30.8,998,67.04,5,4.45
2008,192000,15.05882353,2494,102,8,6.85
2016,50000,28.23529412,1120,70,5,5.5
2016,28147,25.2,1197,81.86,5,5.07
2015,20000,25.2,1197,82,5,3.85
2016,11000,24.8,1197,81.86,5,7.95
2009,63000,24.26666667,998,67.1,5,1.25
2014,36967,27.89333333,998,67.1,5,3.64
2016,73053,15.29411765,2982,168.5,7,20
2019,16392,19.47058824,2498,105,6,10.36
2007,79000,22.66666667,1086,,5,1.85
2013,67000,22.37333333,1496,88.73,5,4.05
2015,48600,14.11764706,2987,224,7,48.5
2014,70000,23.05882353,1461,108.45,5,8.25
2014,84000,26.94117647,1248,74,5,5.25
2013,49106,20.05333333,1598,103.2,5,4.4
2017,35000,21.4,1968,174.5,5,25.75
2014,51240,9.647058824,2993,245,4,29.52
2011,37000,25.2,998,67.1,5,2.1
2017,32587,33.56,799,53.3,5,3.71
2009,180000,12.82352941,2499,143,7,7.5
2017,21248,28.58823529,1248,88.5,5,9.44
2006,47200,22.66666667,1086,,5,1.2
2014,40000,14,1796,157.7,5,24
2019,4000,,1950,194,5,35
2017,23700,17.5,1373,80.46,7,8.25
2011,57000,19.47058824,1968,147.51,5,9.75
2014,37000,25.2,1197,82,5,3.45
2014,70000,15.88235294,2477,175.56,7,11.85
2012,92469,23.18823529,2143,201.15,5,16.14
2015,55000,26.6,998,58.16,5,3.7
2017,20000,32.09333333,998,67.1,5,4
2015,42000,24.8,1197,81.83,5,5.8
2014,28000,27.52941176,1248,74,5,4.65
2010,93000,15.73333333,3498,272,7,15
2015,23000,20.84,1499,110.4,5,6.8
2016,36000,29.52941176,1498,98.6,5,10.25
2014,52000,27.89333333,998,67.1,5,2.7
2015,59245,24.43529412,1248,88.8,7,8.5
2018,31000,26.51764706,1396,88.73,5,7.75
2015,83000,20.85333333,1193,64.08,5,2.7
2004,81500,26.26666667,796,46.3,5,1.3
2008,51000,26,1061,,,1.75
2018,9900,21.06666667,1591,121.3,5,13.2
2004,94000,25.2,998,67.1,5,1
2017,27100,22.37333333,1496,88.73,5,6.37
2015,12000,22.37333333,1496,88.73,5,4.5
2013,29000,22.36470588,1461,108.45,5,6.5
2013,65000,22.70588235,1248,73.9,5,4.99
2017,50794,21.05882353,2143,170,5,43.3
2014,59000,26.70588235,1498,89.84,5,6.5
2012,72000,26.2,998,58.2,5,2.25
2017,15234,25.49333333,1373,91.1,5,9.95
2015,44000,26.70588235,1498,89.84,5,7.35
2016,125000,27,1248,74,5,4.6
2011,100000,13.41176471,2953,153.86,7,8.5
2017,34686,23.05882353,1461,108.45,5,11.86
2011,98000,16.96470588,1995,147.6,5,8
2015,90000,14.76470588,2982,168.5,7,21.5
2007,81000,20.34666667,1150,74.9,5,1.3
2012,55000,24.11764706,1598,103.5,5,5.9
2013,52910,17.76470588,2179,140,7,9.5
2010,100000,22.70588235,1248,73.9,5,4.5
2003,132000,22,1896,66,5,2.25
2014,18000,18.26666667,1399,98.82,7,3.35
2005,50000,17.6,1495,94,5,0.7
2012,33000,19.65333333,1991,184,5,16
